syndicate,year,managing_agent,gross_written_premium,outward_reinsurance_premium,net_written_premium,net_earned_premium,other_technical_income,technical_investment_income,gross_claims_paid,gross_change_in_provision_for_claims,ri_share_claims_paid,ri_share_change_in_provision_for_claims,net_claims_incrred,operating_expenses,balance_on_technical_account,profit_loss_on_exchange,other_non_technical_income,result_before_tax,financial_investments,ri_assets,unearned_premium,other_assets,total_assets,provisions_for_unearned_premium,claims_outstanding,other_liabilities,total_liabilities,currency,unit,net_loss_ratio,expense_ratio,combined_ratio,ri_cession_rate,net_retention_rate,technical_account_margin,pretax_margin,roa,ri_to_total_assets,reserve_ratio,gwp_size_bucket
2015,2015,SCOR,194179.823,-35164.032,159015.791,149890.962,0.0,406.497,-60265.531,-48148.234,7562.286,10549.192,-90302.287,-67218.825,-7223.653,0.0,-1308.448,-8532.101,90254.124,30667.21,24475.0,123320.92,268717.254,-112880.071,-153765.045,-2072.138,-268717.254,GBP,1000,60.25,44.85,105.09,18.11,81.89,-4.82,-5.69,-3.18,11.41,102.58,Small (50-200m)
2088,2015,AXA XL,79398.51,-18547.527,60850.983,48332.284,0.0,848.641,-31237.499,-3999.986,2795.882,520.208,-31921.395,-20544.961,-3285.431,0.0,-8.051,-3293.482,0.0,8764.143,7157.165,158020.595,173941.903,-39181.084,-81141.546,-53619.273,-173941.903,GBP,1000,66.05,42.51,108.55,23.36,76.64,-6.8,-6.81,-1.89,5.04,167.88,Small (50-200m)
2121,2015,Argenta,226542.343,-47620.798,178921.545,177916.741,0.0,1080.757,-114938.592,12011.348,25986.622,-8252.538,-85193.16,-79754.868,14049.47,0.0,-387.39,13662.08,215135.638,46310.829,11074.461,113189.606,385710.534,-113186.819,-215546.35,-56977.365,-385710.534,GBP,1000,47.88,44.83,92.71,21.02,78.98,7.9,7.68,3.54,12.01,121.15,Mid (200-500m)
218,2015,IQUW,393675.111,-78642.575,315032.536,305048.131,0.0,1714.51,-271061.406,6856.176,34624.252,57298.232,-172282.746,-131914.071,2565.824,0.0,3436.83,6002.654,313408.762,241085.206,10916.48,191430.085,756840.533,-206853.745,-570849.598,20862.81,-756840.533,GBP,1000,56.48,43.24,99.72,19.98,80.02,0.84,1.97,0.79,31.85,187.13,Mid (200-500m)
2232,2015,Allied World,144172.21,-27973.648,116198.562,114190.105,0.0,-1989.711,-42890.746,-36726.2,5752.206,7327.813,-66536.927,-49645.751,-3982.284,0.0,-2302.584,-6284.868,90645.501,29664.097,16631.299,79587.365,216528.262,-66939.443,-155052.934,5464.115,-216528.262,GBP,1000,58.27,43.48,101.74,19.4,80.6,-3.49,-5.5,-2.9,13.7,135.78,Small (50-200m)
2255,2015,Faraday,-361.589,25.916,-335.673,-335.673,945.454,695.36,-7804.745,23307.491,3912.437,-6719.908,12695.275,-856.595,13143.821,0.0,-395.373,12748.448,120426.995,154021.873,0.0,20399.565,294848.433,0.0,-245286.139,-49562.294,-294848.433,GBP,1000,3782.04,-255.19,3526.85,7.17,92.83,-3915.66,-3797.88,4.32,52.24,-73072.94,Micro (<50m)
2468,2015,Neon,210413.366,-22311.157,188102.209,166113.802,0.0,4146.608,-145449.211,-21141.529,39548.291,-15788.886,-142831.335,-86570.605,-59141.53,0.0,-1766.494,-60908.024,260506.783,88887.821,14656.684,197855.897,561907.185,-112705.445,-551198.197,101996.457,-561907.185,GBP,1000,85.98,52.12,138.1,10.6,89.4,-35.6,-36.67,-10.84,15.82,331.82,Mid (200-500m)
2488,2015,Chubb,377516.043,-88464.384,289051.659,289379.594,0.0,2773.921,-212185.809,98781.582,62869.634,-71287.634,-121822.227,-113528.878,56802.41,0.0,-386.019,56416.391,1098970.133,283092.105,42725.92,276459.204,1701247.362,-184188.754,-916283.548,-600775.06,-1701247.362,GBP,1000,42.1,39.23,81.33,23.43,76.57,19.63,19.5,3.32,16.64,316.64,Mid (200-500m)
2525,2015,Asta (Ive),44308.167,-6722.939,37585.228,35925.345,0.0,470.123,-15585.944,2429.799,5006.472,-3448.218,-11597.891,-15604.315,9193.262,0.0,-447.815,8745.447,78875.09,25552.596,4896.759,28033.694,137358.139,-19005.457,-113479.737,-4872.945,-137358.139,GBP,1000,32.28,43.44,75.72,15.17,84.83,25.59,24.34,6.37,18.6,315.88,Micro (<50m)
2526,2015,AmTrust,28950.628,-6561.471,22389.157,29771.082,0.0,616.913,-23896.251,-59173.369,3680.575,16989.007,-62400.038,-14295.203,-46307.246,0.0,-237.818,-46545.064,59045.047,56033.587,2660.629,37285.918,155025.181,-10199.384,-190834.266,46008.469,-155025.181,GBP,1000,209.6,48.02,257.62,22.66,77.34,-155.54,-156.34,-30.02,36.14,641.01,Micro (<50m)
2791,2015,MAP,149107.434,-27766.528,121340.906,129595.994,0.0,2529.836,-81977.926,35669.022,13104.306,-3034.41,-36239.008,-52760.328,43126.494,0.0,-701.364,42425.13,442950.826,28335.087,10292.382,89960.172,571538.467,-48541.528,-321033.395,-201963.544,-571538.467,GBP,1000,27.96,40.71,68.67,18.62,81.38,33.28,32.74,7.42,4.96,247.72,Small (50-200m)
2999,2015,QBE,991391.087,-247287.179,744103.908,679866.913,0.0,22922.117,-486749.719,25432.111,208647.307,-32742.273,-285412.574,-263825.089,153551.367,0.0,-4166.877,149384.49,1470026.525,441215.063,51750.662,830368.211,2793360.461,-511545.341,-1854463.491,-427351.629,-2793360.461,GBP,1000,41.98,38.81,80.79,24.94,75.06,22.59,21.97,5.35,15.8,272.77,Large (500m-1bn)
3000,2015,Markel,429028.983,-69160.833,359868.15,349628.966,0.0,6970.445,-204535.673,-6830.683,37084.341,-12607.792,-186889.807,-156507.942,13201.662,0.0,0.0,13201.662,584553.301,103785.454,13451.121,192997.07,894786.946,-153104.447,-737921.846,-3760.653,-894786.946,GBP,1000,53.45,44.76,98.22,16.12,83.88,3.78,3.78,1.48,11.6,211.06,Mid (200-500m)
3002,2015,AXA XL,26724.66903,-10332.90877,16391.76026,14127.32694,0.0,9.14741,-4697.40778,-10692.73871,0.0,7190.5789,-8199.56759,-4826.97945,1109.92731,0.0,70.88476,1180.81207,0.0,7469.03725,3723.84386,27905.37653,39098.25764,-10868.1762,-14305.58708,-13924.49436,-39098.25764,GBP,1000,58.04,34.17,92.21,38.66,61.34,7.86,8.36,3.02,19.1,101.26,Micro (<50m)
308,2015,Tokio Marine Kiln,27575.647,-1850.834,25724.813,26365.698,0.0,14.79,-16054.895,-1964.008,0.0,813.431,-17205.472,-10964.726,-1789.71,0.0,-277.971,-2067.681,2694.733,1013.658,99.98,20756.368,24564.739,-12556.588,-10153.531,-1854.62,-24564.739,GBP,1000,65.26,41.59,106.84,6.71,93.29,-6.79,-7.84,-8.42,4.13,38.51,Micro (<50m)
